nome;valor;categoria;tipo;quartos;banheiros;area;detalhes;logradouro
Encantos do Bosque <;R$ 195.020;Apartamentos;Venda - apartamento padrão;3;2;69m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
Terreno no mosqueiro Matapuã <;R$ 60.146;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
$$ Apt  Na planta  Rio Barra  2-4 Mas Viver  venda;R$ 145.002;Apartamentos;Venda - apartamento padrão;2;1;0m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Apto Localizado próximo Parque Sementeira  venda;R$ 595.001;Apartamentos;Venda - apartamento padrão;2;3;91m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Casa no Conjunto Albano Franco !;R$ 150.000;Casas;Venda - casa em rua pública;2;1;Não definido;Não definido;Não definido
.. Vivendas do Bosque 3/4 jabotiana //;R$ 185.046;Apartamentos;Venda - apartamento padrão;3;2;66m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Cinco (Cond Vivendas/Encantos do Bosque)
Apt Luzia Residence - Exclusivo <;R$ 520.000;Apartamentos;Venda - apartamento padrão;3;2;90m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Alameda Residence! Andar Alto!;R$ 800.000;Apartamentos;Venda - apartamento padrão;4;5 ou mais;143m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
+ Condomínio Francisco Moreira;R$ 240.000;Apartamentos;Venda - apartamento padrão;4;2;105m²;Ar condicionado, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
/ Casa no Condomínio Praias do Sul I;R$ 590.000;Casas;Venda - casa em condominio fechado;4;4;450m²;Piscina, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Porteiro 24h;Não definido
- Palazzo Reale;R$ 1.300.000;Apartamentos;Venda - apartamento padrão;4;5 ou mais;284m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Linda casa praia do sul 1 .;R$ 590.000;Casas;Venda - casa em condominio fechado;4;5 ou mais;280m²;Ar condicionado, Piscina, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Porteiro 24h;Não definido
Repleno / Luzia >;R$ 355.000;Apartamentos;Venda - apartamento padrão;3;2;80m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
+ Sala comercial cidade de Aracaju/ alugo;R$ 750;Aluguel de quartos;Não definido;Não definido;Não definido;Não definido;Não definido;Via Bela (Cond Sta Felicidade)
Jardins da França /;R$ 755.000;Apartamentos;Venda - apartamento padrão;3;3;111m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Parque das Árvores 3/4 SOMBRA #;R$ 125.000;Apartamentos;Venda - apartamento padrão;3;1;60m²;Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
> Haras Residence;R$ 90.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;450m²;Não definido;Não definido
Cond Verde Monte Sierra 1/4 #;R$ 99.000;Apartamentos;Venda - apartamento padrão;1;1;Não definido;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
, PORTAL DA PRAIA - COROA DO MEIO - PERTO DA PRAIA;R$ 335.000;Apartamentos;Venda - apartamento padrão;3;2;82m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Life Jabotiana/ oportunidade !;R$ 315.000;Apartamentos;Venda - apartamento padrão;3;2;73m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Jardins da França #;R$ 840.000;Apartamentos;Venda - apartamento padrão;3;3;122m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
/ Alameda Residence/ oportunidade!!;R$ 795.000;Apartamentos;Venda - apartamento padrão;3;5 ou mais;140m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
/ Verde monte florata - 2/4 Sombra Total;R$ 125.000;Apartamentos;Venda - apartamento padrão;2;1;55m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Haras Residence - Venha Conferir!;R$ 115.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;672m²;Não definido;Não definido
! Oportunidade única!! Poema arte Residence;R$ 1.100.000;Apartamentos;Venda - apartamento padrão;3;5 ou mais;177m²;Não definido;Não definido
. Verde vida 3/4 sendo 1 suíte na Quirino;R$ 240.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Côte D Azur Todo reformado e Mobiliado +;R$ 280.000;Apartamentos;Venda - apartamento padrão;3;3;100m²;Ar condicionado, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Murilo Marciel !;R$ 155.000;Apartamentos;Venda - apartamento padrão;3;2;70m²;Ar condicionado, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
! Haras Residence/ oportunidade;R$ 109.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;525m²;Não definido;Não definido
< Reserva Caueira;R$ 48.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;300m²;Não definido;Não definido
< Vila verde 2/4 - Oportunidade;R$ 178.000;Apartamentos;Venda - apartamento padrão;2;2;54m²;Armários embutidos, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
~ Terreno no cond. Villa das Águas;R$ 65.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;450m²;Não definido;Não definido
Jardins da França >;R$ 845.000;Apartamentos;Venda - apartamento padrão;3;4;122m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Casa / Albano na rua 138 !;R$ 110.000;Casas;Venda - casa em rua pública;2;1;65m²;Não definido;Não definido
Terrace saint Matheus / Atalaia /;R$ 315.000;Apartamentos;Venda - apartamento padrão;3;3;110m²;Ar condicionado, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
> Life Jabotiana 2/4 com Móveis Planejados;R$ 255.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
Lindo sítio na Aruana ~;R$ 1.180.000;Terrenos, sítios e fazendas;Sítios e chácaras;Não definido;Não definido;17000m²;Não definido;Não definido
. Casa no Santa Lúcia;R$ 230.000;Casas;Venda - casa em rua pública;2;2;Não definido;Não definido;Não definido
! La Reference / R$ 1.100.000,00;R$ 1.100.000;Apartamentos;Venda - apartamento padrão;4;5 ou mais;172m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Clube jardins / oportunidade única -;R$ 425.000;Apartamentos;Venda - apartamento padrão;3;2;100m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
, Vilaggio di Venezia;R$ 425.000;Apartamentos;Venda - apartamento padrão;3;3;110m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Villa das águas >;R$ 228.000;Apartamentos;Venda - apartamento padrão;2;2;76m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Mais Viver terra Bela <;R$ 118.000;Apartamentos;Venda - apartamento padrão;2;1;50m²;Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
! Cartier Mansao com 246 m.;R$ 1.950.000;Apartamentos;Venda - apartamento padrão;4;5 ou mais;246m²;Não definido;Não definido
+ Mansao Nilton fontes;R$ 1.050.000;Apartamentos;Venda - apartamento padrão;3;5 ou mais;180m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
+ Linda casa na Aruana;R$ 720.000;Casas;Venda - casa em rua pública;5 ou mais;5 ou mais;481m²;Não definido;Não definido
Doce vida Natura ,;R$ 105.000;Apartamentos;Venda - apartamento padrão;2;1;50m²;Não definido;Não definido
Terreno Barra dos coqueiros >;R$ 930.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;4500m²;Não definido;Não definido
Casa Terras Alphaville 1 - 3/4 sendo 2 suítes .;R$ 629.000;Casas;Venda - casa em condominio fechado;3;3;307m²;Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
Mansao Campos do Jordão #;R$ 350.000;Apartamentos;Venda - apartamento padrão;3;3;170m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
> Oportunidade única Thai;R$ 330.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;830m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Arboris Jabotina <;R$ 270.000;Apartamentos;Venda - apartamento padrão;2;2;60m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
/ Oportunidade próximo ao shopping;R$ 175.000;Apartamentos;Venda - apartamento padrão;2;2;66m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
Francisco Moreira #;R$ 290.000;Apartamentos;Venda - apartamento padrão;3;2;105m²;Não definido;Não definido
. Classic Jardins;R$ 539.000;Apartamentos;Venda - apartamento padrão;3;3;105m²;Não definido;Não definido
/ Casa no Albano /. Vendo e troco;R$ 170.000;Casas;Venda - casa em rua pública;3;2;100m²;Não definido;Via Bela (Cond Sta Felicidade)
Linda casa no João Alves <;R$ 245.000;Apartamentos;Venda - apartamento padrão;3;3;200m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Oportunidade! Damha luxo. <;R$ 590.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;1100m²;Não definido;Não definido
Casa 3/4 no terras Alphaville 2 ,;R$ 640.000;Casas;Venda - casa em condominio fechado;3;3;Não definido;Piscina, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
Lote no Thai ~;R$ 395.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;800m²;Não definido;Não definido
Casa no parque dos coqueiros !;R$ 750.000;Casas;Venda - casa em rua pública;5 ou mais;5 ou mais;450m²;Não definido;Não definido
Vende-se belíssima fazenda ( Não perca essa oportunidade);R$ 2.487.000;Terrenos, sítios e fazendas;Fazendas;Não definido;Não definido;0m²;Não definido;Não definido
Aceito Troca!!! Apto Condomínio Harmonie 3/4 Sombra / Próx. ao Shopping;R$ 730.000;Apartamentos;Venda - apartamento padrão;3;3;125m²;Área de serviço, Armários embutidos, Armários na cozinha, Churrasqueira, Varanda;Não definido
Duolex 2/4 no Inácio.;R$ 650;Casas;Aluguel - casa em rua pública;2;1;70m²;Área de serviço, Varanda;Rua João Pereira Feitosa
Alugo sala para até 03 pessoas no Novo Prime Escritórios.;R$ 1.599;Comércio e indústria;Não definido;Não definido;Não definido;Não definido;Não definido;Avenida Pedro Paes Azevedo - até 659/660
Cond. Residêncial Antonio Francisco de Jesus;R$ 290.000;Apartamentos;Venda - apartamento padrão;3;3;80m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina;Rua Aloísio Campos
Maison Imperattor /;R$ 400.064;Apartamentos;Venda - apartamento padrão;3;3;96m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Casa no Terras Alphaville I - Oportunidade /;R$ 680.164;Casas;Venda - casa em condominio fechado;0;1;Não definido;Não definido;Não definido
! FRONT GARDEN - NA ALAMEDA DAS ÁRVORES;R$ 700.185;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
- CONDOMÍNIO SÃO LOURENÇO - ARUANA;R$ 1.250.103;Casas;Venda - casa em condominio fechado;4;1;Não definido;Não definido;Não definido
! CLASSIQUE JARDINS - PRÓXIMO AO SHOPPING JARDINS;R$ 539.074;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
HORIZONTE JARDINS - SALA COMERCIAL <;R$ 420.048;Comércio e indústria;Não definido;Não definido;Não definido;Não definido;Não definido;Não definido
> FELICITÀ FAROL - FAROLÂNDIA;R$ 400.191;Apartamentos;Venda - apartamento padrão;2;1;78m²;Não definido;Não definido
, Mansão Benjamin de Carvalho;R$ 1.300.057;Apartamentos;Venda - apartamento padrão;3;1;189m²;Não definido;Não definido
< Mares Maluí - Oportunidade;R$ 85.522;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;225m²;Não definido;Não definido
< EDIFÍCIO TERRACE SAINT MATHEUS - ATALAIA.;R$ 320.027;Apartamentos;Venda - apartamento padrão;0;1;101m²;Não definido;Não definido
LOTE NO DAMHA - BARRA DOS COQUEIROS ~;R$ 370.181;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
+ Life Universitá - Sombra;R$ 270.161;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
/ GOLDEN GATE - PRÓXIMO AO PARMEGIANO.;R$ 390.007;Apartamentos;Venda - apartamento padrão;3;1;115m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
- Jardim de Viena - Sombra;R$ 315.021;Apartamentos;Venda - apartamento padrão;3;1;97m²;Armários embutidos, Área de serviço, Piscina, Salão de festas, 10;Não definido
+ Recanto das Árvores - 3/4 Giardino;R$ 177.137;Apartamentos;Venda - apartamento padrão;3;1;65m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Gentil Barbosa - Reformado ~;R$ 1.350.167;Apartamentos;Venda - apartamento padrão;3;1;212m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Spazio Acqua 3/4 /;R$ 290.027;Apartamentos;Venda - apartamento padrão;3;2;77m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
~ Mansão Domani Citta;R$ 1.100.130;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
LOTE NO DAMHA - 1.800m² /;R$ 680.119;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;1800m²;Não definido;Não definido
! Edifício Wembley Park;R$ 600.053;Apartamentos;Venda - apartamento padrão;4;1;Não definido;Não definido;Não definido
CONDOMÍNIO ENCANTOS MINEIROS - PRÓXIMO À AVENIDA RIO DE JANEIRO ,;R$ 210.078;Apartamentos;Venda - apartamento padrão;0;1;62m²;Não definido;Não definido
+ Residencial Campos Dourados - Próximo a Saneamento;R$ 460.061;Apartamentos;Venda - apartamento padrão;3;1;117m²;Não definido;Não definido
/ JARDIM PRIMAVERA - PRÓXIMO À AVENIDA RIO DE JANEIRO;R$ 180.023;Apartamentos;Venda - apartamento padrão;0;1;80m²;Não definido;Não definido
< APARTAMENTO NA ALAMEDA DAS ÁRVORES;R$ 700.130;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
/ CASA NO DAMHA - FUNDO LAGO -  BARRA DOS COQUEIROS;R$ 1.600.181;Casas;Venda - casa em condominio fechado;0;1;Não definido;Não definido;Não definido
, UNIQUE JARDINS RESIDENCE;R$ 500.032;Apartamentos;Venda - apartamento padrão;3;3;101m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
ALAMEDA DAS ÁGUAS - PRÓXIMO AO FERREIRA COSTA /;R$ 195.089;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Não definido
JARDINS DE LONDRES - OPORTUNIDADE ~;R$ 620.135;Apartamentos;Venda - apartamento padrão;3;3;106m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
