nome;valor;categoria;tipo;quartos;banheiros;area;detalhes;logradouro
Porto Acqua ;R$ 173.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Não definido
Condomínio pé na areia - Mares de malui ;R$ 85.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;200m²;Não definido;Não definido
ARACAJU - Apartamento Padrão - SALGADO FILHO;R$ 355.000;Apartamentos;Venda - apartamento padrão;3;1;150m²;Não definido;Rua Sílvio Cezar Leite
NOSSA SENHORA DO SOCORRO - Casa Padrão - CONJUNTO MARCOS FREIRE 2;R$ 155.000;Casas;Venda - casa em rua pública;2;1;68m²;Não definido;Não definido
Apartamento, DESOCUPADO, Residencial, Grageru, 3 dormitório(s), 2 vaga(s) de garagem;R$ 432.431;Apartamentos;Venda - apartamento padrão;3;1;109m²;Piscina;Rua Terêncio Sampaio - de 151/152 ao fim
Lançamento apartamento para venda possui 43 metros quadrados com 2 quartos. Porto D'Antas ;R$ 129.265;Apartamentos;Venda - apartamento padrão;2;1;43m²;Não definido;Avenida General Euclides Figueiredo - lado ímpar
Aracaju - Apartamento Padrão - Santo Antônio;R$ 155.000;Apartamentos;Venda - apartamento padrão;2;1;58m²;Não definido;Rua Miron de Oliveira Ribeiro
Vendo chave ? ;R$ 67.000;Casas;Venda - casa em condominio fechado;2;1;Não definido;Não definido;Não definido
Predio Comercial e Residencial na Coroa do MEIO;R$ 900.000;Comércio e indústria;Não definido;Não definido;Não definido;324m²;Não definido;Avenida Delmiro Gouveia
Residencial Jardim Serigy!! Nova alameda em Aracaju ;R$ 230.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Área de serviço, Varanda;Não definido
 * alugo casa nova prosimo condominio terra nova;R$ 250.000;Casas;Aluguel - casa em rua pública;2;1;50m²;Área de serviço, Varanda;Não definido
CÓD. 1472 - Alugue Casa na Avenida Desembargador Maynard;R$ 3.500;Casas;Aluguel - casa em rua pública;3;3;0m²;Área de serviço, Varanda, Quarto de serviço;Avenida Desembargador Maynard - até 739 - lado ímpar
Alugue Apartamento no Condomínio Villa Dei Fiori;R$ 1.150;Apartamentos;Aluguel - apartamento padrão;3;2;110m²;Área de serviço, Churrasqueira, Varanda, Academia, Piscina, Quarto de serviço;Rua Joventina Alves - até 699/700
Aruana Praia Residence - últimas unidades!!  ;R$ 175.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Área de serviço, Varanda;Não definido
Apartamento para venda possui 67 metros quadrados com 3 quartos em Centro - Barra dos Coqu;R$ 260.000;Apartamentos;Venda - apartamento padrão;3;2;67m²;Piscina, Mobiliado, Ar condicionado, Academia, Salão de festas;Não definido
Apartamento incrível 2 quartos!! Ótima localização ;R$ 251.200;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Varanda;Rua Promotor Valdir de Freitas Dantas
Apartamento à venda no Mar de Aruana 1;R$ 170.000;Apartamentos;Venda - apartamento padrão;3;2;65m²;Armários na cozinha;Rua Eliza Correia Oliveira
Alugo Excelente Imóvel Comercial  R$15.000,00;R$ 15.000;Comércio e indústria;Não definido;Não definido;Não definido;437m²;Não definido;Travessa José Antônio Dias
Vendo Apt no Passeio Beira Mar R$ 1.000.000,00 vagas de garagem;R$ 1.000.000;Apartamentos;Venda - apartamento padrão;4;4;165m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Armários na cozinha;Avenida Francisco Porto - até 99999 - lado ímpar
mansao cartier ;R$ 2.100.000;Apartamentos;Venda - apartamento padrão;4;5 ou mais;243m²;Não definido;Avenida Governador Paulo Barreto de Menezes - de 1414/1415 a 3597/3598
Apartamento de 75m² com 3 quartos em Andar alto ;R$ 310.000;Apartamentos;Venda - apartamento padrão;3;2;75m²;Varanda;Rua Sargento Helles Nunes Oliveira
Terreno no Mosqueiro;R$ 300.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;800m²;Não definido;Avenida Doutor José Domingos Maia
Apartamento EXCELENTE Oportunidade 2 quartos/60m²;R$ 177.632;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Varanda;Via Clara (Cond Sta Felicidade)
Porto Poxim - entrada facilitada e parcelamento sem burocracia ;R$ 52.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;160m²;Não definido;Não definido
Bairro Atalaia!! Exclusivo ;R$ 1.107.428;Apartamentos;Venda - apartamento padrão;3;4;133m²;Área de serviço, Varanda, Quarto de serviço;Não definido
Apartamento para venda possui 136m2 sendo 4/4 e 2 suítes em Jardins - Aracaju - SE;R$ 590.000;Apartamentos;Venda - apartamento padrão;4;4;136m²;Piscina, Mobiliado, Varanda, Academia, Ar condicionado, Salão de festas;Avenida Deputado Sílvio Teixeira
Casa com 3 dormitórios à venda, 250 m² por R$ 400.000,00 - Aeroporto - Aracaju/SE;R$ 400.000;Casas;Venda - casa em condominio fechado;3;2;250m²;Não definido;Rua do Sol
Na melhor região do Jardins - 3/4 c/Varanda excelente ;R$ 696.577;Apartamentos;Venda - apartamento padrão;3;3;101m²;Área de serviço, Varanda;Rua José Luiz da Conceição
LIFE JABOTIANA OPORTUNIDADE 2/4 semi mobiliado R$250.000;R$ 250.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Não definido
Vendo casa no Lamarão;R$ 95.000;Casas;Venda - casa em rua pública;3;1;Não definido;Área de serviço;Rua Olaria - lado ímpar
Vendo! Excelente apto no Cond. Praia do Caribe;R$ 210.000;Apartamentos;Venda - apartamento padrão;3;1;68m²;Piscina, Área de serviço;Rua Armando Barros
Apê com desconto de BLACK FRIDAY no ~Urbanus Luzia~;R$ 387.145;Apartamentos;Venda - apartamento padrão;3;2;74m²;Área de serviço, Varanda;Rua Diácono Atanázio Alves dos Reis
Casa pra eventos na barra das coqueiros ;;Casas;Aluguel - casa em rua pública;3;5 ou mais;600m²;Área de serviço, Varanda, Quarto de serviço;Não definido
COND. CEREJEIRAS, APT. 201;R$ 130.000;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
Aluguel de casa;R$ 350;Casas;Aluguel - casa em rua pública;2;1;12m²;Área de serviço;Não definido
Casa Loteamento Parque dos Carajás;R$ 150.000;Casas;Venda - casa em rua pública;2;1;50m²;Não definido;Não definido
Aluguel de casa;R$ 350;Casas;Aluguel - casa em rua pública;2;1;12m²;Área de serviço;Não definido
Casa Loteamento Parque dos Carajás;R$ 150.000;Casas;Venda - casa em rua pública;2;1;50m²;Não definido;Não definido
Venda de Restaurante e Hamburgueria artesanal em Funcionamento em Aracaju;R$ 0;Comércio e indústria;Não definido;Não definido;Não definido;Não definido;Não definido;Não definido
Moradas do Adriático/260.000 LESTE;R$ 260.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Área de serviço, Piscina;Avenida Adélia Franco - até 9998 - lado par
Apartamento para Venda em Aracaju, Jabotiana, 3 dormitórios, 1 suíte, 1 banheiro, 1 vaga;R$ 155.000;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Área de serviço, Armários na cozinha;Rua Maria Helena Mandarino
MORADA DOS FAROIS 3/4 R$130.000 OPORTUNIDADE UNICA!;R$ 130.000;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
Oportunidade Casa na Coroa do Meio;R$ 0;Casas;Venda - casa em rua pública;4;5 ou mais;0m²;Área de serviço, Armários na cozinha, Armários embutidos, Mobiliado, Ar condicionado, Churrasqueira, Varanda, Quarto de serviço;Rua Jornalista João Batista de Sant'Anna
Apartamento à venda no condomínio Vitória Régia;R$ 180.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Rua Maria Helena Mandarino
> Condomínio Tenysson Fontes;R$ 105.000;Apartamentos;Venda - apartamento padrão;2;1;48m²;Armários embutidos, Área de serviço, Churrasqueira, Salão de festas, 10;Não definido
+ Apartamento no Orlando - CD Pedro Barreto;R$ 120.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Academia, Piscina, Salão de festas, 10;Não definido
Linda casa no Inácio Barbosa / Casa em 02 Pavimentos >;R$ 400.000;Casas;Venda - casa em rua pública;5 ou mais;4;253m²;Varanda, Área de serviço;Não definido
< Mar de Aruana 2;R$ 172.000;Apartamentos;Venda - apartamento padrão;3;2;65m²;Ar condicionado, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Encantos dos Bosque +;R$ 195.000;Apartamentos;Venda - apartamento padrão;3;2;66m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. TERRENO NO MOSQUEIRO;R$ 58.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;250m²;Não definido;Não definido
+ Casa no Jardim Baiano;R$ 260.000;Casas;Venda - casa em rua pública;4;3;Não definido;Varanda, Área de serviço;Não definido
Casa no Suissa /;R$ 320.000;Casas;Venda - casa em rua pública;3;2;Não definido;Varanda, Área de serviço;Rua Roberto César Rocha Souza - lado par
Alameda dos ipês ,;R$ 220.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Vila verde -;R$ 210.000;Apartamentos;Venda - apartamento padrão;3;2;63m²;Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
, Casa no Castelo Branco;R$ 299.000;Casas;Venda - casa em rua pública;3;2;Não definido;Varanda, Área de serviço;Não definido
# Otima Casa no Santos Dumont;R$ 215.000;Casas;Venda - casa em rua pública;4;2;200m²;Não definido;Não definido
Life Jabotiana <;R$ 308.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Casa à venda no bairro Aeroporto;R$ 290.000;Casas;Venda - casa em rua pública;5 ou mais;3;Não definido;Não definido;Rua Professora Zely Guedes Ximenes
> Eucalipto;R$ 120.000;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Área de serviço, Piscina, Salão de festas, 10;Não definido
Apartamento à venda no condomínio Villa Vitória;R$ 100.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Avenida Marechal Cândido Mariano da Silva Rondon (Lado Impar)
Condomínio Vivendas Santa Lúcia #;R$ 580.000;Casas;Venda - casa em condominio fechado;3;5 ou mais;166m²;Ar condicionado, Piscina, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Porteiro 24h;Não definido
Recanto dos Guaras <;R$ 140.000;Apartamentos;Venda - apartamento padrão;2;1;53m²;Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Casa no Orlando Dantas /;R$ 335.000;Casas;Venda - casa em rua pública;5 ou mais;4;153m²;Ar condicionado, Varanda, Área de serviço;Não definido
Apartamento à venda no Residencial Alto Belo;R$ 460.000;Apartamentos;Venda - apartamento padrão;2;3;Não definido;Não definido;Rua François Hoald
- Casa na Barra com ponto comercial;R$ 400.000;Casas;Venda - casa em rua pública;3;5 ou mais;270m²;Varanda, Área de serviço;Via Bela (Cond Sta Felicidade)
> Doce vida parque;R$ 230.000;Casas;Venda - casa em condominio fechado;4;2;Não definido;Piscina, Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
DUBAI TOWER RESIDENCE - 13 DE JULHO -;R$ 1.200.000;Apartamentos;Venda - apartamento padrão;3;4;186m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Apartamento à venda no condomínio Morada Real;R$ 110.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Não definido
, Bossa Nova;R$ 199.000;Apartamentos;Venda - apartamento padrão;2;2;59m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
- Repletto;R$ 360.000;Apartamentos;Venda - apartamento padrão;3;2;80m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
~ Luar da Barra ( Colorado 1 ) Quitado;R$ 86.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;160m²;Não definido;Não definido
Vila verde #;R$ 170.000;Apartamentos;Venda - apartamento padrão;2;2;49m²;Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
> Alameda Residence;R$ 820.000;Apartamentos;Venda - apartamento padrão;3;5 ou mais;139m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Mansão Costa Pinto - Praça Luciano Barreto Junior #;R$ 900.000;Apartamentos;Venda - apartamento padrão;4;4;140m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Sítio à venda no conjunto Albano Franco;R$ 500.000;Terrenos, sítios e fazendas;Outros;Não definido;Não definido;Não definido;Não definido;Não definido
Terreno à venda no bairro Atalaia;R$ 380.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;572m²;Não definido;Não definido
Casa à venda no Parque dos Faróis;R$ 90.000;Casas;Venda - casa em rua pública;2;1;Não definido;Não definido;Não definido
~ Plaza São José;R$ 445.123;Apartamentos;Venda - apartamento padrão;3;3;82m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Sala Comercial Com 25m², Primeiro Andar, Galeria Pátio Viasul Para Locação;R$ 1.190;Comércio e indústria;Não definido;Não definido;Não definido;25m²;Não definido;Avenida Hermes Fontes - de 1384 ao fim - lado par
Loja com área de 45 m² no Centro Comercial do Recanto dos Coqueiro;R$ 293.414;Comércio e indústria;Não definido;Não definido;Não definido;45m²;Não definido;Não definido
Excelente apartamento no Condomínio Villa Felicitá, bairro Coroa do Meio;R$ 350.000;Apartamentos;Venda - apartamento padrão;3;4;94m²;Piscina, Área de serviço;Avenida Conselheiro João Moreira Filho - de 1/2 ao fim
# Condomínio Praia Bela;R$ 330.176;Apartamentos;Venda - apartamento padrão;0;3;140m²;Não definido;Não definido
! Casa no Orlando Dantas;R$ 380.107;Casas;Venda - casa em rua pública;3;2;162m²;Não definido;Não definido
Mansão Parque Belo ~;R$ 1.600.045;Apartamentos;Venda - apartamento padrão;3;1;240m²;Não definido;Não definido
Casas mais prédio comercial ~;R$ 1.300.186;Casas;Venda - casa em rua pública;2;2;79m²;Não definido;Não definido
Ponto comercial para alugar no bairro Cirurgia;R$ 3.000;Terrenos, sítios e fazendas;Outros;Não definido;Não definido;200m²;Não definido;Rua Rafael de Aguiar - até 317/318
Ponto comercial para alugar no bairro Cirurgia;R$ 3.000;Terrenos, sítios e fazendas;Outros;Não definido;Não definido;200m²;Não definido;Rua Rafael de Aguiar - até 317/318
Condomínio Santa Cecília;R$ 180.000;Apartamentos;Venda - apartamento padrão;3;1;58m²;Varanda, Piscina, Salão de festas;Rua Napoleão Dórea
Apartamento à venda no Residencial das Árvores;R$ 110.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Não definido
Terreno No Alphaville Sergipe /;R$ 250.163;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;481m²;Não definido;Não definido
~ Casa No Orlando Dantas;R$ 280.185;Casas;Venda - casa em rua pública;3;5 ou mais;180m²;Varanda, Área de serviço;Não definido
Terreno à venda no Mosqueiro;R$ 350.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;976m²;Não definido;Rua B
Galpão comercial para alugar no bairro Atalaia;R$ 36.000;Terrenos, sítios e fazendas;Outros;Não definido;Não definido;2200m²;Não definido;Não definido
Galpão comercial para alugar no bairro Atalaia;R$ 26.000;Terrenos, sítios e fazendas;Outros;Não definido;Não definido;1400m²;Não definido;Não definido
, Mares da Grécia com 127metros;R$ 250.077;Apartamentos;Venda - apartamento padrão;3;3;127m²;Armários embutidos, Varanda, Área de serviço, Quarto de serviço, Salão de festas, 10;Não definido
Caminhos Dos Ventos ,;R$ 140.071;Apartamentos;Venda - apartamento padrão;2;1;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Bar à venda na Praia do Refúgio;R$ 550.000;Terrenos, sítios e fazendas;Outros;Não definido;Não definido;Não definido;Não definido;Avenida Inácio Barbosa - de 2 ao fim - lado par
Casa No Bugio !;R$ 200.164;Casas;Venda - casa em rua pública;3;2;175m²;Não definido;Não definido
Pátio Coroa Do Meio +;R$ 220.127;Apartamentos;Venda - apartamento padrão;2;2;60m²;Não definido;Não definido
> Villa Velha;R$ 100.124;Apartamentos;Venda - apartamento padrão;3;1;60m²;Área de serviço, Churrasqueira, Salão de festas, 10;Não definido
Tenisson Fontes +;R$ 100.199;Apartamentos;Venda - apartamento padrão;2;1;52m²;Área de serviço, Churrasqueira, Salão de festas, 10;Não definido
Casa Na Piabeta. <;R$ 115.067;Casas;Venda - casa em rua pública;2;2;70m²;Não definido;Não definido
Ilha dos Açores +;R$ 145.028;Apartamentos;Venda - apartamento padrão;3;2;70m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Lote à venda na Fazenda Real II;R$ 125.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;651m²;Não definido;Não definido
Mansão Cartier !;R$ 1.850.133;Apartamentos;Venda - apartamento padrão;4;5 ou mais;243m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Terreno à venda na Barra dos Coqueiros;R$ 155.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;393m²;Não definido;Rua Roberto Fonseca
Terreno à venda no bairro Porto Dantas;R$ 250.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;625m²;Não definido;Não definido
! Excelente Casa na Atalaia;R$ 735.051;Casas;Venda - casa em rua pública;3;3;175m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Caminho Das Águas >;R$ 130.002;Apartamentos;Venda - apartamento padrão;3;1;64m²;Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Splendor Park #;R$ 230.083;Apartamentos;Venda - apartamento padrão;3;2;70m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina;Avenida Silvério Leite Fontes - lado ímpar
Excelente Apt. Cond. Alphavile 1 ,;R$ 290.089;Apartamentos;Venda - apartamento padrão;3;1;110m²;Não definido;Não definido
Excelente Casa no Santos Doumont ,;R$ 270.074;Casas;Venda - casa em rua pública;2;2;180m²;Não definido;Não definido
Casa à venda no bairro Aeroporto;R$ 300.000;Casas;Venda - casa em rua pública;3;2;Não definido;Não definido;Rua B (Lot Sta Tereza)
Apartamento no Grand Smart Residence;R$ 478.294;Apartamentos;Venda - apartamento padrão;1;1;Não definido;Não definido;Rua Capitão Tenente Edivaldo Lima Santos
Apartamento no Aruana Praia Residence;R$ 177.632;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Não definido
Apartamento no condomínio Doce Vida Bosque ;R$ 145.000;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
Terreno para alugar na Coroa do Meio;R$ 4.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;330m²;Não definido;Rua Urbano Neto
Apartamento para alugar no condomínio Residencial dos Pássaros;R$ 640;Apartamentos;Aluguel - apartamento padrão;2;1;Não definido;Churrasqueira, Piscina, Salão de festas;Não definido
Casa no Jardim Manguinhos;R$ 135.000;Casas;Venda - casa em rua pública;2;Não definido;Não definido;Não definido;Não definido
Apartamento no condomínio Porto Acqua;R$ 171.103;Apartamentos;Venda - apartamento padrão;2;Não definido;Não definido;Não definido;Não definido
Casa à venda no condomínio Rio Vermelho;R$ 2.000.000;Casas;Venda - casa em condominio fechado;4;Não definido;Não definido;Não definido;Não definido
 Casa à venda no Bugio;R$ 240.000;Casas;Venda - casa em rua pública;3;1;Não definido;Não definido;Rua Plácido Lima Teles
Casa no Residencial Nova Santa Lúcia;R$ 180.000;Casas;Venda - casa em rua pública;2;Não definido;Não definido;Não definido;Estrada do Aloc
Apartamento no condomínio Green Village;R$ 126.697;Apartamentos;Venda - apartamento padrão;1;Não definido;Não definido;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas;Não definido
Apartamento à venda no Residencial dos Pássaros;R$ 95.000;Apartamentos;Venda - apartamento padrão;2;Não definido;Não definido;Não definido;Não definido
Apartamento no condomínio Morada do Mar;R$ 345.541;Apartamentos;Venda - apartamento padrão;2;Não definido;Não definido;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Napoleão Dórea
Apartamento à venda no condomínio Edifício Bella Vita;R$ 430.000;Apartamentos;Venda - apartamento padrão;3;Não definido;Não definido;Não definido;Rua Américo Curvelo - de 541/542 ao fim
Casa à venda no bairro Getúlio Vargas;R$ 530.000;Casas;Venda - casa em rua pública;4;Não definido;Não definido;Não definido;Rua dos Estudantes (Lado Par)
Apartamento no condomínio Singulare;R$ 621.400;Apartamentos;Venda - apartamento padrão;3;Não definido;Não definido;Academia, Varanda, Piscina, Salão de festas;Rua Joventina Alves - de 701/702 ao fim
Apartamento no condomínio Horto  São Braz;R$ 125.820;Apartamentos;Venda - apartamento padrão;2;Não definido;Não definido;Academia, Piscina, Salão de festas;Não definido
- Condomínio Aquarius;R$ 255.024;Apartamentos;Venda - apartamento padrão;3;2;80m²;Não definido;Não definido
! Apartamento no Cond Piazza Fiorentina na 13 de Julho;R$ 560.029;Apartamentos;Venda - apartamento padrão;3;4;160m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Casa à venda no Mosqueiro;R$ 900.000;Casas;Venda - casa em rua pública;3;Não definido;Não definido;Piscina, Varanda, Área de serviço;Não definido
# Mansão Costa Pinto;R$ 900.157;Apartamentos;Venda - apartamento padrão;4;4;140m²;Não definido;Não definido
Lote no Porto Poxim;R$ 49.500;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;160m²;Não definido;Não definido
Dr Carlos Melo - Jardins #;R$ 999.056;Apartamentos;Venda - apartamento padrão;3;5 ou mais;143m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Casa no condomínio Residencial Solares;R$ 157.000;Casas;Venda - casa em condominio fechado;2;Não definido;Não definido;Piscina, Churrasqueira;Não definido
Horto das figueiras - Jardins <;R$ 649.073;Apartamentos;Venda - apartamento padrão;3;4;137m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
> Vila Das Aguas;R$ 190.007;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Não definido
Life Jabotiana ~;R$ 235.120;Apartamentos;Venda - apartamento padrão;2;2;60m²;Não definido;Não definido
Mansão Prime Park .;R$ 1.300.093;Apartamentos;Venda - apartamento padrão;3;5 ou mais;175m²;Não definido;Não definido
Apartamento no condomínio Rio Barra Mais Viver;R$ 146.000;Apartamentos;Venda - apartamento padrão;2;Não definido;Não definido;Academia, Varanda, Churrasqueira, Piscina, Salão de festas;Não definido
Terreno no Robalo .;R$ 5.999.091;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;24524m²;Não definido;Via Bela (Cond Sta Felicidade)
VIVACE CLUB VISTA LIVRE 3/4 2 vagas R$295.000 OPORTUNIDADE;R$ 295.000;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
/ El Viso - Atalaia;R$ 640.082;Apartamentos;Venda - apartamento padrão;3;3;107m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Casa na Coroa do Meio ,;R$ 510.029;Casas;Venda - casa em rua pública;3;4;450m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço;Não definido
Illuminare Residence - Farolândia ,;R$ 559.116;Apartamentos;Venda - apartamento padrão;3;4;103m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
! Casa no condomínio Costa Azul;R$ 449.101;Casas;Venda - casa em condominio fechado;4;3;200m²;Piscina, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Porteiro 24h;Não definido
Villagio de Roma - Hermes fontes /;R$ 320.061;Apartamentos;Venda - apartamento padrão;3;3;80m²;Não definido;Não definido
Mansão Seixas Doria - Av Beira  Mar +;R$ 850.178;Apartamentos;Venda - apartamento padrão;3;5 ou mais;150m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Casa no São Lourenço /;R$ 900.094;Apartamentos;Venda - apartamento padrão;4;5 ou mais;240m²;Não definido;Não definido
Apartamento no condomínio Belo Jardim;R$ 112.000;Apartamentos;Venda - apartamento padrão;2;Não definido;Não definido;Academia, Churrasqueira, Piscina, Salão de festas;Não definido
~ El Viso - Atalaia;R$ 650.116;Apartamentos;Venda - apartamento padrão;3;3;108m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Ubyratan Maia - Inacio Barbosa ,;R$ 460.164;Apartamentos;Venda - apartamento padrão;3;3;94m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Apartamento no condomínio Moradas Universitá;R$ 142.000;Apartamentos;Venda - apartamento padrão;2;Não definido;Não definido;Academia, Churrasqueira, Piscina, Salão de festas;Não definido
, Reserva Alto Verde - Santa Lucia;R$ 135.132;Apartamentos;Venda - apartamento padrão;3;2;64m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Lote no Quintas da Barra -;R$ 169.100;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;350m²;Não definido;Não definido
< Residencial Damha;R$ 370.082;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;750m²;Não definido;Não definido
!! Vivendas do Bosque 3/4 jabotiana //;R$ 185.025;Apartamentos;Venda - apartamento padrão;3;2;66m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Cinco (Cond Vivendas/Encantos do Bosque)
Apartamento no Augusto Franco na Av. Canal 5 próximo da UNIT !;R$ 150.194;Apartamentos;Venda - apartamento padrão;3;1;61m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
.. Vivendas do Bosque 3/4 !!;R$ 185.030;Apartamentos;Venda - apartamento padrão;3;2;66m²;Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Cinco (Cond Vivendas/Encantos do Bosque)
Cond. Eucalipto, 2/4 >;R$ 115.104;Apartamentos;Venda - apartamento padrão;2;1;1m²;Não definido;Não definido
Condomínio Pinheiro, com 3/4 -;R$ 119.944;Apartamentos;Venda - apartamento padrão;3;Não definido;Não definido;Não definido;Não definido
Terreno em Lagarto >;R$ 1.290.055;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;15000m²;Não definido;Não definido
// Kenoa  //;R$ 730.012;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;360m²;Não definido;Rua Doutor Silvio Cabral de Santana
